,state,Satisfaction,text,sent,emotion
2071,Idaho,3,"2 years ago there was a concentration on the Book of Mormon.  This was a doctrine-filled adventure.  This year, there was a concentration on mental health.  Significantly less, comparatively speaking, was focused on solid doctrine.  So, it was a little disappointing from my perspective.",negative,sadness
2072,Idaho,5,To get to a class in plenty of time and have seats available. Too many seats were saved and we had to go to overflow rooms and sometimes they were full.  The on campus food was very expensive. Many we talked to felt like the prices were raised for Education Week. That doesn't seem right. ,negative,negative
2073,Utah,5,More variety of classes.,neutral,neutral
2074,Utah,5,"Not fond of having the same speaker 3 sessions in a row, sometimes even two sessions was not a preference. I spend all my time in the Marriott because of disabilities,  so love the great speakers there. Would love to hear Lynne Hilton Wilson, Curtis Jacob's, and Avram R. Shannon or the producer of the  Chosen😊",positive,joy
2075,Utah,5,,neutral,neutral
2076,North Carolina,5,Reservation ability for 1 single priority class.  May not be possible due to demand in the bigger classes.,negative,anger
2077,California,5,Nothing...oh wait...maybe cooler weather? ,negative,negative
2078,California,5,Do not schedule presentations in the Conference Center but put them down on campus so we don’t have to walk so far…,negative,negative
2079,Oregon,5,I like it now.  ,positive,positive
2080,Utah,5,i got to see my Aunt. and i got to to learn more about temples. ,positive,positive
2081,Texas,5,"My husband signed me up to go with him, my son and son-in-law.",positive,positive
2082,Texas,5,"Great presenters, great food, great price",positive,positive
2083,Utah,4,I live close to the campus and I was interested in the topics of the classes I attended.,positive,positive
2084,Utah,5,Wife...,neutral,neutral
2085,Tennessee,5,"Education Week has strengthened my testimony. It has blessed our two daughters who attended with me for the first time. The lecturers were excellent, except for the two I rated as poor. Would highly recommend return of Jared Halverson,only out him in the MC, and brother Rossel. We are planning on returning next year. Thank you for all the work and effort that was put in.",positive,trust
2086,Virginia,5,I have reinforced my faith in Jesus Christ and found new skills to start developing for a better life.,positive,positive
2087,Utah,5,It was such an uplifting experience!,positive,positive
2088,Utah,4,Have the booklets available on line in July,neutral,neutral
2089,Iowa,4,Allowing slides/content to be posted online (after Education Week is over is ok) so that the distraction of everyone taking pictures of slides could be eliminated.,negative,negative
2090,Utah,5,"Are any classes available online? Either live or a later recording? I know the Devotional is, but I wondered about other classes? I have been attending Education Week for several decades. Now, I am 76 years old and it is getting a little harder to walk around the big campus. I hope I can keep attending in person or have classes more available. ",negative,negative
2091,Nevada,5,I’d love to see a small overview description of the class because sometimes titles can be misleading.  A map for handicap accessible routes would also be great! ,positive,positive
2092,Utah,5,"a very simple, easy, completely beginner family search class.",positive,positive
2093,Utah,5,?,neutral,neutral
2094,Arizona,5,"Overall, it was fantastic, and I can't say enough good things about it. One complaint:  I fell on Tuesday in front of the JSB on an uneven spot of sidewalk somewhere around 40°14'46.1""N 111°39'05.9""W and am still badly bruised. I am lucky I was not more injured. This sidewalk should be looked at for possible repairs.",negative,sadness
2095,Utah,5,Have BYU finish building so the walk won't be so long for us older people.,neutral,anticipation
2096,Utah,5,The ability to attend more classes. They were all so amazing,positive,positive
2097,Utah,5,Strengthen my testimony of truths,positive,trust
2098,Utah,5,I always come away feeling energized spiritually.  The classes are encouraging and revitalizing. ,positive,positive
2099,Utah,5,If the parking wasn't so far away and always full.,positive,positive
2100,Utah,4,Instructor bios listed in the app. Not just their degree or work but a couple sentence bio written by the instructor to get a better idea of who the speaker is to make better class selections. Also a brief class description in the app. The titles don't always give enough info to determine what is truly going to be discussed. A few sentence write up would be helpful here as well. ,negative,negative
2101,Arizona,5,"In the Marriott Center along with the new chair format, you need the speaker to be shown on the screens. Based on where you seat, you will never know what the speaker looks like.    Need to have the PowerPoint or screen shows tested for legibility.  At least three presentations (all in the Wilkenson center ballroom and upstairs classrooms, the color combinations were such that the words were not legible. ",neutral,neutral
2102,Texas,5,It helps me put my life in perspective and give me tools that I can actually use in my everyday relationships. Having emotional literacy classes has been a game changer for me!,positive,positive
2103,Washington,4,A little more information on the presenters would be nice as I decide which classes to attend. Also- Dr. Dirkmaat should have his own week long class. And better directions from GPS because the campus is huge. ,positive,positive
2104,Utah,5,A healthy cooking class,positive,positive
2105,Utah,5,"It was honestly amazing!! One thing I would’ve loved to see is more classes about temporal well-being; nutrition, exercise, etc. The ones about communication and spiritual well-being were awesome!!",positive,trust
2106,Washington,3,"They need to be more lights after the night classes walking out of the Wilkinson Center going down those steps my wife almost tripped and fell. There's no lights around no indication of warning the steps or anything plus you need tripods in front of the buildings telling us which building it is and where the classes are very difficult to find the class is very confusing when you're located the building which class you go to Need some improvement Plus, the classes were super crowded. The overflow rooms were not set up in time. There was audio and visual  problems  in the overflow classes very disappointing when you can only hear part of the lecture.",negative,negative
2107,Utah,5,,neutral,neutral
2108,Washington,5,"I think there were just 2 presenters on Isaiah and they were both at the same time. They should be at different times. More on health and fitness, food, etc. Bring back the Nashville Tribute band. My housing had several ladies that knew each other and they were noising in the morning in the hallway. Not everyone goes to the 8:30am session. Even w white noise machines, their talking was loud, etc and woke me up. I didn't need an alarm, they did it for me!)",positive,trust
2109,Utah,5,I really learned a lot and had my cup filled.,positive,positive
2110,Utah,5,The future is bright! ,positive,positive
2111,Utah,4,Parking,neutral,neutral
2112,Utah,5,New things to think about and new things to do.,positive,positive
2113,Utah,4,"Listings for classes aren't located online prior to signing up, so we weren't sure when or where they would be held or who was teaching what subjects. Seems very strange for an institution that has students signing up for classes months in advance. Why not put this on the web along with pass credentials, and maybe even information on travel and parking and local food options for those people spending the day in classes. Why is this all so analog in the digital age? ",negative,fear
2114,Utah,5,lack of scarcity :),positive,positive
2115,Alberta,5,Providing bigger venues for the popular classes. ,positive,positive
2116,New Mexico,5,More pick up spots for the elderly. They were pretty far apart!,negative,negative
2117,Utah,5,Uplifting. Ideas. ,neutral,neutral
2118,Utah,5,Don’t have the Ballroom so cold. We all froze! Have productions available at the Marriott Center not off campus. ,neutral,anticipation
2119,California,5,Attending Education Week recharges my spiritual batteries and motivates me to recommit to doing my own personal study.  I always hear something I need to hear.,positive,trust
2120,California,5,Open more parking spaces so we don’t have to get there at 7:30!!! Everything else is great.,positive,positive
2121,Utah,5,"I wonder if it could be possible to offer a quote today” price point. As I work, I could only attend on Thursday and Friday. To pay the single day was nearly as much as paying for the entire week. So, I paid for the entire week. I just wonder if that could be an option.",negative,negative
2122,Utah,5,Positive spiritual and educational experience that I can have with my family. ,positive,trust
2123,Utah,5,It gives me a spiritual boost. I love the influence of the teachers and the others in attendance. ,positive,positive
2124,California,5,Everything was fantastic! ,positive,positive
2125,California,5,Was in town on business and did Friday,neutral,neutral
2126,Colorado,5,Include an orientation for people who have never attended... it took us a couple days to figure everything out... like that there are series of classes taught by the same person....  Also include more classes on other subjects... I enjoyed the classes on Buoyancy and art.,positive,trust
2127,Utah,4,"I would have loved to go to more classes but with a little baby who is exclusively breastfed, it wasn’t possible to be away from him for very long. I would have loved it if there were a live streaming online option or if I could have paid for a single class. I ended up purchasing a pass for 1 afternoon but only attended one class (too hard to be away from baby for even 2 classes). It was a wonderful experience nonetheless. Just putting in some feedback from a new parent- would love it if something were more geared toward people with little kids!! ",positive,joy
2128,Utah,5,I felt a little frustrated when there were several classes of the kind I needed that all happened at the same time.,negative,anger
2129,Texas,5,"There were computer issues in more than 1 classroom.  Flickering screens, audio problems, especially in the overflow rooms.",negative,negative
2130,Arizona,5,"Only one class got a little political, which I didn’t really expect. (Merrilee Boyack). I enjoyed the first two classes I attended of hers. But on Wednesday, she just got a little too passionate about her politics, and although I agree with most of what she was saying, I didn’t like politics being involved in Ed Week.",negative,anger
2131,Utah,5,* Put Ryan K. Eggett in a bigger room!   * More music options (like Heartbound) where one can sit back and take in the spirit without taking notes. A break like this during the day is welcome. ,positive,joy
2132,California,5,Have access to the lecturer notes and slides.,neutral,neutral
2133,California,5,It has helped me listen more to the spirit speaking to me thought the lessons taught. ,positive,trust
2134,Utah,5,"The catalog was absolutely crazy. Monday classes first, then Tuesday thru Friday. The daily description of classes last. It took me hours to figure it out.",negative,negative
2135,California,5,It was our first time going and we got lost often. We would love more signs to know which building is which.,positive,joy
2136,Utah,5,This past week was wonderful and I have felt motivated from the classes to work on myself and use the things I learned in my daily life. ,positive,positive
2137,Utah,5,Handouts from the presenters. It doesn’t need to be but one page but please do permit handouts.  ,positive,positive
2138,Kentucky,5,Some classes need to be held in a larger venue    So you don’t have to attend the class before it just to get a seat for the glass you desire.,negative,disgust
2139,Oregon,5,Nothing…it was awesome!,positive,positive
2140,Colorado,5,The app never worked for me. I could only see 2023 classes even though I updated it. So I didn't know when classes were canceled or changed rooms until I arrived. Having another means of communication would be nice - the website?,negative,negative
2141,Utah,5,Many beautiful experiences of filling the spirit. ,positive,joy
2142,Utah,5,It has increased my knowledge in different areas. Helping me to have a better perspective and excitement for the life The Lord is giving me. ,positive,joy
2143,Utah,4,"I found myself wishing for golf carts that would be an option as I would have to leave a class early in the conference center just to get to the Marb.  If there were golf carts going up and down the sidewalks, it would have been nice to hop on to save time.   Also, I found myself helping people who weren't familiar with campus and they were confused on where buildings were.  I wonder if there could be temporary signs put up that will help those attending campus for the first time. ",negative,sadness
2144,North Carolina,5,Contuining to have a variety of doctrinally based speakers.,neutral,neutral
2145,Arizona,5,,neutral,neutral
2146,Georgia,5,"More variety of classes. There was a lot of depression and anxiety, maybe more on music literature, art etc..",negative,sadness
2147,Utah,5,Excellent teachers Meeting people from different places Strong spirit and enthusiasm ,positive,positive
2148,Utah,4,Allow more student questions and feedback,neutral,neutral
2149,Utah,5,More variety in types of classes offered.,neutral,neutral
2150,Alaska,5,to be spiritual fed and be among other faithful members of the church,positive,trust
2151,Utah,5,,neutral,neutral
2152,Utah,5,Get John Bytheway and Hank Smith to come teach!!! ,positive,positive
2153,Utah,5,It’s great.  Some of the authors don’t have books at Bookstore.  I wanted Marilee Boyack’s books.  They were downstairs.  Not with Education Week author’s.,positive,trust
2154,Utah,5,"Great uplifting spirit, great ideas and thoughts.  Looking forward to next year.",positive,positive
2155,Washington,5,If the more popular classes had more space. I could not get into some even though I was there early. ,negative,negative
2156,Utah,4,No classes in hceb or conn center. It’s too far to go back and forth and means you have to miss classes you would have went too. ,negative,negative
2157,Georgia,5,"Tradition, and much to learn. ",positive,positive
2158,Utah,4,"More variety in topics, engaging presenters, presenters who prioritize spiritual preparation over entertaining ",positive,joy
2159,Utah,5,The sessions that interested me most were all held 8:15-9:30 AM.  ,positive,positive
2160,Utah,5,1) Being able to see the program before signing up. I missed out on Monday classes because I wasn’t able to see the program.  2) Maybe add about ten more minutes for lunch to the class break around noon. There wasn’t quite enough time for a lunch break without missing a class—and I even brought my lunch from home.,negative,negative
2161,Idaho,5,Brother Halverson needed a larger venue. But I don’t know how that could have been done ,negative,disgust
2162,Utah,5,Your vending machines don’t work!,negative,negative
2163,Utah,5,Sharing experience with friends & family.,positive,positive
2164,Washington,5,"Help at the elevators when large sessions got out, walk-ons would jump  on leaving no room to load the walkers and wheelchairs.  I saw one lady miss 5 elevators until finally someone said. ""This lady has been trying to get on for the last 5 elevators"" ",negative,disgust
2165,Oklahoma,5,I loved it. It was spiritually and emotionally strengthening!,positive,positive
2166,Colorado,5,Enjoy the spirit there. Have family in the area to stay with.,positive,positive
2167,Utah,5,My family was going.,neutral,neutral
2168,Utah,5,Some of the classes were very full and had several over flow rooms. Might want to consider putting them in a bigger room. Ryan Eggert,neutral,neutral
2169,New Mexico,5,I would love if the app would include detailed descriptions of what the week’s classes cover because some of the class titles are vague.,negative,negative
2170,Wisconsin,5,"Food at the Marriott was a little pricey.  While good, the hot food we thought could have been a little cheaper.",neutral,anticipation
2171,Utah,5,"The fire alarm went off during two of the classes we attended. It took a while to exit and re-enter. Also, it would be nice if there were more people to help find the right building around campus ",negative,fear
2172,Missouri,4,Fridge in my dorm.,neutral,neutral
2173,Utah,5,"I am inspired to apply what I heard in my life to be better at living the gospel of Jesus Christ, most especially in my family, in my marriage, and in my community.",positive,trust
2174,Missouri,5,"I would say if there was 30 min. I between the classes instead of 25, it would help so that there wasn't such a rush to get to different classes that are sometimes cross-campus. There than that, it was a great experience.",positive,positive
2175,Utah,5,,neutral,neutral
2176,Utah,5,Not sure. I loved it all. ,positive,positive
2177,Utah,5,,neutral,neutral
2178,Michigan,5,"Better bus service to and from parking, and the Conference Center and the Wilkinson ",positive,positive
2179,Utah,5,Make food more affordable.,positive,positive
2180,Utah,5,"Well...I think if there's a way to classify the class before you all the way across campus only to find it's not the kind of class you thought (eg, someone who is just having you take pictures of one slide after another vs a lecture, or scripture study or entertaining) that might help. ",negative,negative
2181,Utah,5,Inner peace was enhanced to fill my life with increased joy and purpose,positive,positive
2182,Utah,4,"Much more family history classes, music classes, and more evening performances.",positive,joy
2183,Tennessee,5,It was great,positive,positive
2184,Utah,5,,neutral,neutral
2185,Utah,5,Clearer signs indicating where buildings are would be helpful. ,negative,negative
2186,Utah,5,Some of the speakers needed bigger rooms so there wouldn't have to have so many overflow rooms,neutral,neutral
2187,Utah,5,"Overflow rooms, often had poor audit and video.  re look at room assignments for those with lots of atttendees. i went to one in the benson building that had a small room assigned but had  6 overflows.  then some classes only had 15 people.  also i had some teachers who said they were teaching 8 courses this education week. i noticed that all they did was read slides.  i would reduce the number of courses that instructors teach, so that they can put their heart into their teaching. .  ",neutral,neutral
2188,Utah,5,Nothing,neutral,neutral
2189,Utah,4,Need more time to walk between classes,neutral,anticipation
2190,Oregon,4,A little longer to move between classes,neutral,neutral
2191,Florida,4,Put more popular classes in the larger venues to avoid so much overflow,negative,negative
2192,Utah,5,,neutral,neutral
2193,Utah,5,,neutral,neutral
2194,Utah,5,More parking options. ,positive,positive
2195,Nevada,5,Temporary signage to the various building where classes are held.,neutral,neutral
2196,Utah,5,I'm looking forward to the construction in the center of campus being over.,positive,trust
2197,Arizona,5,"Sometimes I attended classes that were completely different that what I thought the subject matter would be based on the titlle. I wish there would be a small description under the class title as what the class would cover, a small synopsis. I feel like I wasted my time on some of those classes and could have chosen some other class instead. ",negative,negative
2198,Utah,5,,neutral,neutral
2199,Colorado,5,I found the section of the booklet that contained the details of the presentations to be more valuable than the schedule. I'd recommend putting that section before the schedule. ,negative,negative
2200,Utah,5,"The most difficult part is getting to opposite sides of campus, but that is something that just is a part because there are so many different classes and topics",negative,fear
2201,Utah,5,1st time for education week ! I don’t want to miss out . I will be going every year ! ,positive,positive
2202,Utah,5,"Some teachers try to cover too much material...id rather here less and  understand it than so much, it's hurried and not understandable. Several of us felt that way.   Bigger shuttles....one day, we saw a few large busses!  ",negative,negative
2203,Arizona,5,Deepens my understanding ,positive,trust
2204,California,5,It’s all great! ,positive,positive
2205,Texas,4,My wife encouraged me to attend with her and told me how good it was.,positive,positive
2206,Utah,4,"Wanting to learn new info, and my wife wanting to go.",positive,positive
2207,Oklahoma,5,The sign in to get your name tag took a little more time than the previous year! Maybe go back to the other way of check in,negative,negative
2208,Texas,5,Couples housing,neutral,neutral
2209,Utah,5,an explanation in writing not a map of where the shuttles are and go to,neutral,neutral
2210,Utah,5,It’s amazing,positive,positive
2211,Oregon,5,Such an incredibly beautiful campus. Everything from landscaping to classrooms. Wish I would have come for my own education long ago.,positive,joy
2212,Utah,3,"Every time I called about registration problems,  they took my email and said someone would be in touch and no one ever reached out. ",negative,negative
2213,Utah,5,,neutral,neutral
2214,Utah,5,Less walking :),positive,positive
2215,California,5,Be able to get back the money we put on those cards to buy food with. I was told I could use that card over at the Marriott center and that was not correct. I held up the line trying to find a credit card.,negative,anger
2216,Utah,5,Cost,positive,positive
2217,Nevada,5,less walking.  HAVE A SHUTTLE DROP-OFF AT THE WILKENSON CENTER.,negative,negative
2218,Utah,5,,neutral,neutral
2219,Idaho,5,,neutral,neutral
2220,California,5,Indept classes into the scriptures. ,neutral,neutral
2221,Utah,5,Food - I bought a salad at MOA and the greens were rotten.  I know it’s hard with so many attendees but I would hope the workers would catch things like that. ,negative,negative
2222,Arizona,4,"Updating the app with class changes or cancellations in real time. It was frustrating to choose a class. Get there in time to get a good seat and the class is moved to another building or was cancelled due to sickness. It would be nice for the app to have schedule updates so you can plan accordingly.  In some classes i took, the microphones weren’t working. They had lots of feedback and was so distracting.  Also move Jared halverson class to the Marriott center or even the Wilkinson center ballroom where there is more seats. His class was so popular. ",negative,fear
2223,Utah,5,,neutral,neutral
2224,Utah,5,Strengthened my testimony Refreshed my outlook of goals,positive,trust
2225,Utah,5,Was invited to go,positive,positive
2226,Arizona,5,"I know there is quite a bit of construction on campus which affects distance of buildings. Some classes were hard to get to because of distance (aka,Conf building to Benson building)  Miss seeing productions in the HFAC building. Can’t wait for the new one being built!!",negative,negative
2227,Washington,5,Have the Fushia bus drop people off at the conference building  on their way to the dorms from the Wilkinson center. Have more of the smaller buses rather than the larger ones that have extended waits until it is filled to take off.,neutral,neutral
2228,Utah,5,Maybe bigger signs through campus with arrows pointing to certain buildings,neutral,neutral
2229,Utah,5,Have more vendors outside of the Mariott Center for more varieties of lunch.,neutral,neutral
2230,Missouri,5,It gives me hope!  Helps me to focus on those things that are most important.  Helps me to feel the Spirit and receive my own inspiration.  Provides a community of Saints with common goals. ,positive,positive
2231,Idaho,5,The variety of classes is invigorating for me with gospel centered classes along with happiness and health classes!,positive,positive
2232,Utah,5,,neutral,neutral
2233,Utah,5,More in depth family history classes. Everyone I go to seems to be not more then the basics. I get bored and I love family history! I’m sure there are people that appreciate them. ,positive,positive
2234,Nevada,4,Breaks between courses were too short to get between some locations ,neutral,neutral
2235,Utah,5,Not needing to do outside things during education week. lol like fit in some work. Most importantly I got to be there quite a bit. I loved it!!!,positive,positive
2236,Utah,5,,neutral,neutral
2237,Utah,4,There was one particular class/instructor that left me feeling really unsettled. I felt the Spirit leave the room several times during her class. I’ve never had that experience at BYU!,negative,negative
2238,Utah,5,Influenced me to be a better person - a better disciple of Christ,positive,trust
2239,Utah,5,Was excellent. ,positive,positive
2240,Colorado,5,Too many good classes at the same time. Did not like the courses where you had to attend everyday to get to the point,negative,negative
2241,Idaho,5,wanting to learn,neutral,neutral
2242,Utah,5,,neutral,neutral
2243,Utah,4,"Easier dinner time, and easier to pay for half.",positive,positive
2244,Utah,2,"Include more youth activities. While the youth seminars were a great way to relate to other youth at the time, there wasn’t much outside of the dance to foster those connections in class. ",positive,joy
2245,Outside of U.S. and Canada,5,Maybe earlier access to the list of speakers-- though I was making changes on the day to which sessions I attended so it may not have made that big of a difference. ,neutral,neutral
2246,Utah,5,"It was really nice to feel the spirit every day, and be inspired to set some new goals. ",positive,positive
2247,Utah,3,"Classes for homemaking, organization ideas, computer skills, mire life skill fun ckasses",negative,disgust
2248,Utah,5,Nothing really. It is extremely well organized. If you have a bad experience it is your own fault,neutral,neutral
2249,Idaho,5,Nothing,neutral,neutral
2250,Utah,5,You do an amazing job ,positive,positive
2251,Utah,5,It is like drinking from a fire hose.   There is so much to take in.   I look forward hearing and experiencing the messages.,positive,positive
2252,California,5,"I loved it so much as a first time attendee, that I wish it didn't end!",positive,positive
2253,Utah,5,,neutral,neutral
2254,Utah,3,Better presenters  More food booths  Shorter lines  Better teens and youth speakers and opportunities ,positive,joy
2255,Utah,5,"This is class specific.  I took the class on the church's apps.  It would be more helpful to split it into two different classes.  One for Apple users and one for Android users.  It is very confusing when what is on the screen doesn't match your phone.  This is especially true for older adults.  Remember, technology is like learning a new language, and that language's words are changing every 3 - 6 months.",negative,sadness
2256,Utah,5,,neutral,neutral
2257,Utah,4,Some of the day teachers do afternoon and evening ,neutral,neutral
2258,Utah,4,Organization classes offered on Monday.,neutral,neutral
2259,Colorado,5,Inspirational insights.  Grandparenting ideas.   Scriptural insights.,positive,positive
2260,Utah,5,Fabulous presenters and presentations. They opened my mind to additional insights I hadn’t considered. I appreciated the depth of knowledge I received in classes. ,positive,trust
2261,Utah,5,More frequent shuttles for those long trips across campus.,neutral,neutral
2262,Nevada,5,We have a deeper understanding of the Gospel and of other topics we were blessed to learn about.,positive,positive
2263,California,5,"We've been attending for 30+ years so we've seen plenty of changes to the program and the campus. The only negative that I noticed this time was that there were no classes in the Marriott Center after the 3:10pm class. I believe (assume?) that many of those who may have stayed in the Marriott Center for later classes wound up in the Ballroom, which was jammed beyond capacity the last three days. That particular class would have been better in the Marriott Center. All in all though, it was great!",negative,negative
2264,Utah,5,,neutral,neutral
2265,Oregon,5,Family.,positive,positive
2266,Utah,5,Education week fills me up spiritually. I leave with subjects to continue to study on my own.,positive,trust
2267,Nevada,5,"I want to read the Book of Mormon in a new way by looking at Hebrew words patterns and feasts and traditions, I want to keep learning other things in other areas too now that I see the possibilities for further knowledge.  I listened to Elder Anderson's talk again also and made notes.  ",positive,trust
2268,Texas,5,"The biggest issue is the timing of Ed Week. It would be amazing to bring my entire family to experience it, but because school starts before Ed Week, it just isn’t possible. Is there any chance of holding it 2 weeks earlier each year?!  Definitely need to have bigger classrooms/venues for the popular speakers.   Also, the line for will call was horribly long!  I received my badge in the mail two days after ed week started. Maybe mail them out sooner?",negative,negative
2269,Wyoming,4,"Improve the sound system in overflows, especially the videos. In one class the video sound didn't work at all.",negative,negative
2270,Idaho,4,Who was speaking,neutral,neutral
2271,Utah,5,I believe having more water access on the campus.,negative,negative
2272,Utah,5,Put Brother Wright in a bigger room again.,neutral,neutral
2273,Utah,5,Not much.,neutral,neutral
2274,Illinois,5,Need to prepare for helping support the Constitution when it hangs by a thread.,neutral,anticipation
2275,Utah,5,,neutral,neutral
2276,Utah,5,,neutral,neutral
2277,California,5,It’s a big campus.  Sometimes I got to my next classes late and couldn’t get in.  I didn’t like the overflow room experiences.  Maybe have the break in between classes a wee bit longer. Getting food was an issue.  The only healthy option was outside under the canopy.  It was quick and easy.  A somewhat expanded menu would be appreciated.  A few more salads and non-processed meats such as shredded chicken and glazed salmon would be a nice option.,negative,negative
2278,Utah,4,Maybe more secular classes. ,neutral,anticipation
2279,Utah,5,When the construction is done of the Harris fine arts building.,neutral,neutral
2280,Utah,5,"Have classes offered at more than one time, more variety of subjects ",neutral,anticipation
2281,Utah,5,"Meals were expensive so we brought our lunch, then returned to my home to cook and eat evening meals.  The evening performance at the Marriott Ctr was very warm, thus uncomfortable ",negative,negative
2282,Utah,5,Fewer overflow experiences.,neutral,neutral
2283,Colorado,5,"I am a youth, so I went to the dance and think it would be nice if there were more songs we knew and more lights. It also would be nice to have a longer break around lunch so that no one has to miss any classes and they have time to eat their lunch.",positive,joy
2284,California,5,My only complaint is that the young woman who decorated our residence hall Friday night for incoming students was loud talking in the hallway. I was not able to sleep until she and friends left at 11 PM.  Ugh!,negative,anger
2285,Utah,5,Larger class sizes,neutral,neutral
2286,Colorado,5,We are very satisfied with the content and presenters. ,positive,joy
2287,Utah,5,More Parking closer to campus?,neutral,neutral
2288,Utah,4,Course descriptions in the app,neutral,neutral
2289,California,4,"Big signs on bldgs telling name of building Teachers need to speak slower and louder (most were fine, but they would lower their voices from time to time and become very soft. One class on pyramids gave no connection to the gospel or the church; it was just about the building of pyramids. Need to know the significance. More orderly procedure for fire drills, which we had in the Wilkinson center. One girl couldn’t get down the stairs from where our class was because elevators stopped working. ",negative,fear
2290,Utah,5,Free time ,positive,positive
2291,Kentucky,4,"For things to be more consistent, when you are stay in the Marriott Center.",positive,positive
2292,Utah,5,"Typically in the classes that are series the second, third, and fourth lessons would take over half the allotted time teaching the overall theme of the lesson and then the last 15 minutes would be the (day’s) subheading. It would be frustrating going in expecting one thing to only learn about it for the last 10-15 minute ",negative,negative
2293,Utah,5,More shuttles for green and not having to walk over to a bus stop for black when it shows stopping at the round about at the wilk.,neutral,neutral
2294,Washington,5,Nothing. ,neutral,neutral
2295,Utah,4,,neutral,neutral
2296,California,4,"Dining room food was very limited around 6 pm and not as good in the previous years. Also, the Sunday before the week starts have information at the check in area as to where the church services are located and the time.",negative,negative
2297,California,5,It’s given me new ideas to think on and put into practice ,positive,positive
2298,Utah,5,,neutral,neutral
2299,Utah,3,Having the wheelchair lifts work on the buses.  We couldn’t get to very many classes because of that. We were staying at Heritage. ,negative,negative
2300,Utah,4,"I appreciated the wide array of scripture-based and religious classes offered, which are indeed the cornerstone of Education Week. However, I believe the experience could be further enriched by incorporating a broader range of class topics that address everyday responsibilities and current societal issues, all through a gospel lens.  For example, more classes on financial planning, mental health, leadership, interfaith dialogue, business-building, cultural responsibilities, environmental stewardship, and interpersonal skills could be invaluable. These subjects are deeply relevant to our daily lives and could benefit greatly from the perspective offered by the Book of Mormon.  Additionally, while some of these types of classes were available, they were often located in buildings on the periphery of campus, making them less accessible to many attendees. Distributing these classes more evenly across campus could enhance participation and engagement.  I also propose the introduction of more unconventional and unique classes that connect religious principles with modern-day interests. For instance, courses like ""The Spirituality of Music Genres,"" ""The Gospel According to Pop Culture,"" or even something more playful like ""Surviving the Zombie Apocalypse: A Metaphor for Spiritual Preparedness"" could attract a wide audience. Hands-on classes such as an ""Escape Room: Book of Mormon Edition"" could also provide interactive and memorable learning experiences.  Lastly, expanding the discussion of current issues in the context of the Book of Mormon could be profoundly impactful. Offering more classes that address topics like homelessness, environmental stewardship, and addiction, framed within the gospel, would not only resonate with many but also provide timely and relevant teachings.  These suggestions are intended to complement the excellent offerings already in place, making Education Week even more diverse and inclusive.",positive,trust
2301,Utah,4,"As a man in my 40's I felt very out of place as most people were either retired or women.   Most instructors were great. Some were not, but it felt like it would be rude to leave after 10-15 mins. More detailed descriptions of courses would be nice. I was pleasantly surprised by some classes thatI felt wouldn't be good and Vice Versa.",positive,trust
2302,Utah,5,More food options. Food trucks.,negative,negative
2303,Nevada,5,1. record more classesfor future viewing. 2. more class choicee at the 3:10 hour. None of those resonated with us this year.,negative,negative
2304,Arizona,5,"I think it would be great to have more classes recorded and the option to hear them again after education week or share them with others. I also would love to see Classes offered on the topic of “codependency” I heard it mentioned in a few of the classes that I went to, but not directly and not reflected on the schedule. Along with that more classes on addiction, how to overcome yourself or how to help a loved one who is in Addiction, especially.",negative,negative
2305,Arizona,5,My first time attending. Cannot compare it to anything else ,neutral,anticipation
2306,California,4,Strengthened,positive,positive
2307,Washington,4,,neutral,neutral
2308,Arizona,5,I will look for more details and inner meaning as I study and read my scriptures. ,neutral,neutral
2309,Nevada,4,"Wider variety of topics, as well as ensuring more popular speakers are in the Marriott center or conference center to allow all to attend. ",positive,trust
2310,Texas,5,"I’d love more science classes. This year was hard because so many of the top speakers were at the same time and then other hours were kinda slim. That 8:30-10:30 was packed but then like 11:30ish… not so much. Tyler Johnson is incredible. Braithwaite is a winner, and then we were hearing that Ferrellwas wonderful but all 3 were at the same time ",positive,joy
2311,Washington,5,,neutral,neutral
2312,Utah,5,"I’m motivated to set new goals, try new things and try to be better. ",positive,positive
2313,Outside of U.S. and Canada,5,"Being able to rent a private room in Helaman Halls. I realize this probably can't be done because a lot of people need to be accommodated, but getting paired with a random stranger is taking a pretty big risk. My roomate was a really nice guy, but our sleeping patterns and such didn't match and he was pretty noisy in the morning for a long time (plus he locked himself out in the middle of the night once and had to bang on the door to wake me up). I have a hard time falling back asleep once I wake up, so all of this led to a not great experience for the first couple of days. He went home partway through, and after that the experience was amazing.  Something else that could help would be getting bigger rooms for those speakers that had to have overflow rooms (e.g. Avram Shannon, Kerry Muhlestein, Joseph Spencer).  Oh, and having more healthy food available on campus. The vast majority of the options are basically fast food. My body was feeling kinda gross toward the end of the week.  Otherwise, a lot of it is down to personal preference - having certain speakers closer together, not having certain speakers overlap, etc. There were a few panels I didn't get to see because they overlapped - it felt like the speakers I wanted to see were all sort of concentrated in the same hours, so I ended up having a packed schedule from about 9:50 to 4:05, but then I didn't have much to go to in the evenings.",negative,fear
2314,Colorado,4,"Some of the classes were really hard to find. In classrooms tucked away in the basement of some buildings. I realize you're getting ready for school but easier access would be great.   Also, couple housing is really needed. A lot of people have said it's just hard to get a hotel or Airb&b and a lot more expensive. Please see what can be done.",negative,negative
2315,Alberta,5,More information about the presenters.,neutral,neutral
