,ResponseId,Q16,sent,distil_bert_sent
809,R_6YLRVruNQQrNqVP,,0,0
810,R_5N9uHTFnEkGrdzr,Fireworks,1,0
811,R_3O466C6GqPYWvsZ,Get better music for the dance. It was so bad that most of the people I knew left early. I stayed almost till the end and it only got worse. I'm sick of the excuses and the lack of planning. If I didn't know there was a dance scheduled I would have thought it was a spur of the moment idea to keep the crowd occupied for a while. The music was so bad 2/3 of the people left before the end including myself. GET A BETTER PLAY LIST. IT'S NOT DIFFICULT. Don't call people racist for requesting better music.,-1,2
812,R_5ztCb6oAQEx1Iyi,Not sure,-1,0
813,R_3f3nZ7ir7SyrZo5,,0,0
814,R_7gNQIrBwRBks1k9,Better transportation between events,1,0
815,R_7ukUAGOqKTqqPdL,"Though the classes were great I wish they gave more open time for the ysa to visit and explore what Nauvoo is famous for. With a filled schedule of amazing classes I felt like I was picking a choosing like it was a big decision, will I go to this class/service/Carthage trip or visit the sights Nauvoo has to offer? Though it was open to come or go I feel like I missed out on things I wanted to do due to the choice. ",-1,2
816,R_6B9DuC6Aykmlt1D,better communication in real time. display real time activities. speed friendship,1,1
817,R_5KXii5AI6JDvErf,Inform us about Nauvoo and the things to do there. Never having experienced Nauvoo I didn't even realize that there were things one could do other than that which was scheduled with the ysa. For example: sunset at the Mississippi.,1,2
818,R_3roa3byO4eyKFR7,"A more unified theme! It would be cool if the devotionals tied into a theme more obviously. And more structured opportunities for spiritual reflection, like hey we're all going to journal/ponder for 30 min about x topic or something.  A shorter variety show.... it was too long (and I say that as someone who was in it!!)  Speed friending was awesome but 30 seconds was too short and it was so loud you had to yell to hear. 3 min would be better. I didn't actually continue talking to almost anyone I met a speed friending.  Not a recommendation but I feel like there was a sense of trying to meet as many new people up to the very end. But by 36 hours in, I was more wanting to make deeper connections with people I already met. But not everyone felt the same way.  Get Connor Price and 100Graham for a concert!  If we're going to be in Nauvoo, I wish the conference had a more obvious tie-in to Nauvoo, that it was mentioned more in the devotionals and such.  Put more things in writing! Make a schedule that's easier to read! I have lots of ideas on logistics. Tell us what the service project is in advance, and also how long the run/walk will be. None of that was publicly announced.  More info about the speakers and activities/opportunities in the opening session. The info was sort of scattered and some quick intros, sort of like an orientation, would be helpful when deciding how to spend time the next few days.  Fewer line dances.  Something to cater to or account for the 25+ split? Happy to meet everyone, but I'm not trying to date someone who just graduated high school. So whether that's a different session, or a different workshop, or something. Idk.   A photo op would be fun too. I really liked the Liahona magazine one at the UTSYA conference.  Clearly I have many thoughts, happy to discuss these topics at length!",-1,1
819,R_7nf691o8mWoRg7B,,0,0
820,R_6IWA9Qi9dXia200,Try to not to have the activities so far distance from where you have the break out session and dinner because we spent  more time driving to  the destinations than we had  to do the actual activities,-1,2
821,R_63edjud0jC0pDEn,I would like to have companies so that weâre kind of forced to be friends.,-1,1
822,R_7Hjm7W4FKQC7DgI,Canât say,1,0
823,R_62M5coA1nfmXudb,"I have a few.  1. We were encouraged to carpool, but I, as well as many others, signed up for the conference alone. I was the only one from my ward that went. This made it difficult to find rides, especially for the first day. I have two possible solutions for this. One would be to have participants sign up to be a carpool driver during the registration process, these volunteers could be identified via a different colored lanyard so that participants without rides can locate/approach them easily. I have no problem asking for rides, but it was difficult finding someone who actually had space, I usually ended up asking at least five people before I found a ride. A second possibility would be to have participants join specific group me chats for the destinations/events that they plan attend at the beginning of the conference so that they can plan out their rides for the week in advance with people going to the same place as them.   2. The conference was great, but something that I noticed was that our schedules were packed from 9:00AM to at least 9:00PM each day. By day two, people were tired, especially because almost everyone had a 30 min+ drive to and from the Mountain America Center. My suggestion is that the activities end earlier so that people can leave without feeling like they're missing out and the YSA that still have energy can have opportunities to do unplanned activities with those they have met at the conference.  3. There were a lot of people, myself included, that were not as outgoing. I would love to see more activities that allow the participants to meet new friends. Possible ideas are get to know you games(which were played for 30 minutes of the first night), speed dating, team games/competitions, or anything where we need to work together. The service project was a great example of being in a group working together and getting to know each other.",-1,1
824,R_3dA2SDQZ9VvCd0n,Incorporating some sort of contests or competitive aspect to the event would be really fun (with a prize as some sort or incentive). -Definitely more focus on future spouse / marriage overall!!!,1,1
825,R_6xLbJyDp1BozJln,"Having a set schedule would have been great. There wasnt a set schedule and kept changing the times and locations. Also, some of the activities were pressing time and didn't leave enough time to get to places. I wish that we did an activity here in town instead of going to heise. ",-1,2
826,R_3R7Cmb1cYQd3Jog,,0,0
827,R_72DqevNtZ0iNK7r,Keep things closer together or organize a ride-share system early on. Many people were staying in Rexburg which meant we got up at 7am to eat breakfast and arrive on time.,1,0
828,R_32fl948bKSe07KG,"Host it somewhere we donât have to drive as much, such as at the BYU-I campus, closer to the housing.",-1,1
829,R_3zqkyjjZJqsahka,,0,0
830,R_1WDIGCFWoqvcEzD,"Clearer schedule, less locations to travel to, provide transportation",-1,1
831,R_7IsfKXymAfLnvb4,,0,0
832,R_67UvhhsficQFuBM,"I have a few ideas to make the conference better!  1. Don't bring Brandon Sanderson back or Heather Farrell. Brandon Sanderson is someone I really dislike because of many reasons, but his books are very dark and focus too much on evil/antichrists/false prophets, hi talk turned to just be about himself and how he was so awesome for being rich, and several other topics that I didn't feel comfortable. He wasn't the worst, but I would have just checked into the conference, and then left next time. Heather Farrell made her talk really uncomfortable for talking and dwelling on sexual topics and stories from the Bible that took away from the spirit. I also think that since she had just had a baby 3 weeks ago, that she should have been able to be tending to herself and her newborn child. 2. The only talks I heard speak on thinking celestial was brother Chang, sister eubank, and the d'evegnÃ©es. Maybe if the other talks were screened more thoroughly, the topic would have been more heavily focused on and the spirit could have been just that much more powerful. 3. I would have loved to have heard from the couple that were the head of the conference. 4. Less driving would have been very nice. If we had had 3 stake centers close by to each other, I would have felt much more safe, or even if I had parked at the MAC and then been shuttled, there would have been less confusion, less danger for the crazy numbers on the road, and our car wouldn't have been backed into so severely (everything was taken care of peacefully and with the spirit present, but it didn't have to happen) 5. It's a small thing, but not having ribs would just be a better thought for our bodies and also financially.  But honestly, all in all, it was a good conference and I really enjoyed the time I spent!",1,0
833,R_6PuErknSSENagFR,One thing that I would recommend is maybe splitting the age groups up just a little bit so that you can know who is actually your age! One way this could be accomplished is during testimony meeting you could spilt it up like okay 18-20 year olds whose last name starts with A-H go to this room and so on and so forth.  I honestly think that just splitting up age groups for all of is would be awesome because guys would come up and talk to me and ask me for my number and I'd ask for their age and they'd be in their 30's where I am only 18.,1,1
834,R_5rcbSXIGu58pZsZ,I think having more of a variety of foods would have made a big difference. I think that is the main and only thing I can think of to make the conference better because it was a lot of fun.,-1,0
835,R_7chJpMkhv0GohPL,"It was a super great experience, but to make it better I would recommend not having so much traveling to different locations. I think most of the classes could have taken place in the Mountain America Center. The traffic was super stressful and kind of dangerous. It was hard to get to places on time. I also recommend vetting your speakers more. Some classes were wonderful and really enlightening, while others were hard to feel the Spirit in. Overall, though, this conference was a wonderful experience and I am super grateful to those who put it together for us!",1,2
836,R_1gAVMot1png5KXP,"Everything seemed spread apart a little too much. Less travel for classes.  More activities close by. (Disc golf at the local parks, field games at a stake center pavilion). ",-1,2
837,R_3UWnC8t5YEdzJzH,"Since I was in Nauvoo, I preferred to spend more time out seeing things than in classes; perhaps adding more activities to get people out into the historic sites would be helpful! ",-1,1
838,R_6HWxK1gB9tuhZK1,,0,0
839,R_3KOZKnmx2z3qr9h,More activities,1,1
840,R_1tz2cGaHGvxSKwe,Have the meeting places closer together and have housing closer to all the meeting places. Driving 3-5 hours each day ate through 3 tanks of gas.,-1,1
841,R_5LOtkM7jlli6YQQ,,0,0
842,R_3rUyf6LUy1zE7dp,"The dance was kinda lame. Too many slow dance songs, and not enough guys asking girls to dance. Perhaps doing a theme dance that stimulates asking people to dance? Ex: have a colors dance and have everyone in blue ask someone in red, etc",-1,2
843,R_7hnZqHvHdeD5FJY,"I would have loved to have known the schedule of activities on a clear platform. I know that we had the sign-up genius thing and the Google sheets thing, but I had no idea that there would still be activities on Saturday like the variety show. ",-1,2
844,R_51Eq2GbrrsWhNP8,"Better food. I think the free time is perfect, don't change that, haha, it gave us all time to get to know eachother better. I can't think of anything else, except maybe dance instruction.",-1,0
845,R_1akjtP6zmA044pk,provide more information about the conference to help us plan for it a little better,-1,1
846,R_3EYkH3HSUNgMV9N,,0,0
847,R_1qeJ9MYXRnz9PoK,Factor in increased traffic in the travel time between classes,1,0
848,R_2BYmAa2MRBdmi2v,"I didn't like the dances or the huge concert, maybe giving us other options that aren't strictly those? Like group gatherings that aren't loud and annoying. I met a group the night of the concert that was playing board games, that was way more my pace but since everyone was at the concert, the stake center was shut down early and I was enjoying my time there. Things we can do that is more quiet for the introverts like me. The food was alright, but maybe food that is more filling. I liked the veggie and fruit choices, but the food could have been better. ",1,1
849,R_1noBn7lmUlxvVWX,Having a little more time between classes could help with switching locations.  Increasing the time of testimony meeting could be really good.,1,1
850,R_63ll9pEbocYF7QZ,"This was significantly different than last year. last year being more efy and this year.. saying it was the same efysa experience but in reality it just wasnât that good. I would have still put people in companies so that way itâs a little more structured but also you can meet people and get to know them closer in that way and have more meaningful activities and conversation. The second dance the started earlier was unnecessary, the sunset on the mississippi show should have been scheduled for everyone instead, most people skipped the dance and went to the show anyways. ",-1,2
851,R_1RdRFWTdA0TFHFU,I canât really think of anything.,1,0
852,R_5ZfO0cL4rvBfej7,,0,0
853,R_1lYAZ0XsB4rG67Z,,0,0
854,R_6EexFyYtnewVlDj,,0,0
855,R_6L73ouUrgSbe5P3,Have byui cater the food or a resteraunt cater the food. Have the food location in one place like moutsin America. Have time to eat between the events. Have a fun activity in idaho falls area.,1,1
856,R_5NVJdEVeGjgeJ4R,,0,0
857,R_134fDz2Rzg9de4A,"Driving every where was very very exhausting. I think it would be better if you had most of the activities, meals, work shops at the same location. I did not like driving everywhere. I think it took away from the social experience ",-1,2
858,R_3d3xancT9D9O0zT,"It wasnât super fun for my two 28-year old friends. We just feel like weâre too old for the activities. We spent most of our time sightseeing, which was amazing!",-1,2
859,R_1pnByXEgXL5QJm3,"The schedule was very hectic and involved a lot of driving. After spending the entire day rushing from one thing to another on Thursday, I had zero energy left to socialize. Socializing was one of the main things I went to the conference for, but the schedule left no time for that. I had five roommates, and I never even got a chance to meet two of them. Because of things being so hectic, my friend and I decided to skip everything on Friday except swimming, the concert, and the dance.  I think I would have enjoyed the concert if it hadn't been so loud, but I know that's how concerts normally are. I hung out with some other YSAs outside during the concert, and that was a good time. The dance was also very loud, so I took frequent breaks to hopefully minimize any damage to my hearing. If it had been less loud the dance would have been perfect.  In short, the conference would have been a lot better if the schedule were more relaxed and the music less loud.",-1,2
860,R_6uvrrDq9oCqhkg6,"Better expectations of what the conference will entail. Signing up for classes was great to be able to pick we classes we wanted. However, I know nauvoo pretty well, but many of the YSA had never been before. So in their free time they didn't know how to plan to see the historic sights. For me it was easy to know where to go or what to do. But many missed out on experiences they could have had at nauvoo. Having a visitors guides or suggested places to visit to make sure they can know what to do. ",-1,1
861,R_3c81zMs1FilIwnf,Just that having a slightly wider variety of fruit at the allergen table would be nice.,1,1
862,R_5k1wQ20NfM7Gecz,,0,0
863,R_3A4jjMvVDNZ3IFr,"More hands on interactive workshops. The speakers where good, but I would have liked more interactive experiences.",1,1
864,R_6X1KwkcdnJ6lVXS,"Make activities that we can hang out more often with those we dont know, not in a meaningless way like the speeddating, something more meaningful",1,1
865,R_6woaRQaY4PgEANM,"I liked that last year there were âcompaniesâ like in FSY or Efy, it narrowed the large group of people enough that it felt possible to have deeper connections. And it gave everyone the opportunity to bear their testimony if they wanted to. ",1,2
866,R_5NKDSEC0wDMm6nS,"If you do it in Nauvoo again, leave more time open to see the sites! I found time doesn't in the historic sites and the visitor's center to be profoundly impactful. The workshops could also use some work in terms of more impactful presentation, but it was a really good start for something I know didn't get a ton of planning time.",1,1
867,R_5RmTb27Atg99zqN,"Some people were talking about how we were getting T-shirts but then we never got them. So maybe more clarity there :) Also I understand this may be difficult, but having some kind of transportation or chat in which those wanting to carpool could communicate with each other would be a great improvement! Also maybe the location next year could be at the campus at BYU-Idaho! They have amazing facilities and it's much closer to the housing we were given. ",1,1
868,R_1n75sE9pjQ9qGI4,,0,0
869,R_69qUCQotDAmGTIZ,"I think it would be helpful to have fewer locations to travel to for workshops/classes.  It felt logistically straining, congested, and class times were too close together to have large numbers of people trying to travel between different chapels in the area.  I think if there were fewer chapels where a few speakers would be in and have the speakers move buildings if needed, it would be easier logistically for large groups of people.",-1,0
870,R_6n6ym7KcOXMfHC9,,0,0
871,R_5rI2lIePkMCejJ1,Make it longer so we can have more of it!,-1,1
872,R_5Q0wicjUi2SMk0x,,0,0
873,R_7z2k2sxiDrmktsR,"There was way too much driving. And not having groups made it pretty difficult to get to know anyone beyond surface level of name, where theyâre from, and where they go to school. ",-1,2
874,R_2RDs7NpVaaBYFUJ,,0,0
875,R_2oEk8DRXfw08ntL,,0,0
876,R_37xIsnrqkQ8MwXv,"I know the limited resources in Nauvoo make things extra tricky, but the bus to Carthage was hit or miss, and the bus that was supposed to rotate through main stops was also hit or miss. Great ideas, just not well executed I guess. A packing list mightâve been helpful, I wasnât aware there was a pool in the hotel until I got there. I also wasnât sure about the dress code for dances.",-1,0
877,R_66ma3J90RtpT68h,None I can think of!,-1,0
878,R_799N570NamOqH6Z,"Only thing would be the service project, if there were more options for ways to serve. There were plenty of people and often times we were just standing around.",-1,1
879,R_5aqmgeQNgiqBmVM,"Keep it all central instead of having us drive everywhere. That was quite difficult. Also, I didn't care for Brandon Sanderson. I don't feel like he was an adequate speaker for this or any spiritual conference.",-1,0
880,R_6YaPVUlsUepayiJ,"Have your A team assigned. Ensure your best paid staff review and re-review what the local committee organizes. This was honestly organized worse than stake youth and YSA conferences. EFY used to be considered the premier experience, a cut above stake conferences. Busing was a disaster. Food was terrible.",-1,2
881,R_6jKe7WpqhvhSH8R,I think a little more structure or better activities after lunch,-1,1
882,R_8Y3LTBrLJpszyBn,Hire a Dj,1,0
883,R_6uhpmJOxKpAXZyp,,0,0
884,R_5YquthvpawPvgtj,,0,0
885,R_3lnhAghmWOMkQxz,Organize service projects better and communicate when they get cancelled,-1,1
886,R_7lucUZjtrJxtEvs,"I feel like we spent a lot of time in the car traveling. Heise was a really fun idea and lots of fun activities, but I don't know if it was worth the drive there and back. I feel like a lot of people went to the conference to meet people and make new friends and that was hard because we spent time in the car, not mingling between activities. Also, we were late to all the classes because the traffic of everyone switching church buildings was so bad. I would recommend having all the classes at the event center in different rooms, or having the teachers switch buildings so we have time to talk to other ysa's between the classes!",-1,2
887,R_6nxKlLGSCHE6hAB,,0,0
888,R_3mfL5ubmnCC5fpf,The devotional with Elder & Sister Stevenson had faulty(?) tech.,-1,2
889,R_5nZAOmlpItySgZX,"-have teachers travel to various class locations instead of all of the YSAâs moving between classes (we were always late because of traffic, and would have loved time between classes to meet new people and interact with people outside of our car group)  -have more time to socialize so we can meet new people  -Idaho would love a country dancing activity AND if you brought in a good country artist for the concert that would be so exciting  - I didnât hear about the conference from my BYUI ward/stake at all, I found out about it from my home stake  -most of us thought we were attending a YSA conference like the one in salt lake (designed to meet new people & socialize with lots of people our age), not an EFY experience. Both are AMAZING, but knowing the difference beforehand is helpful. I think we all thought we would have a lot more opportunities & time to meet more people outside of the group we traveled around with.   -activity options closer to the main building would be nice, limiting travel time all day ",1,0
890,R_6WASLbzH1Vwqw5b,,0,0
891,R_6Xo0RnYCCZ9olN3,"If we go swimming, reserve a pool just for us, or do not make it part of the program.  Make everything in one place instead of having us drive everywhere. Those without transportation had a hard time relying on others because there wasn't as much coordination put in. Gas is also a factor. I would recommend centralizing everything in Rexburg and use the BYU-I campus. They have many big classrooms and people only need to walk to them. There are also fun things that people could do such as the ropes course, sports at the I-Center, laser tag, the swimming people, and the dance could be held in one of the buildings.  I have no problem driving to a place, but I have a car, most people don't and I did not go to some of my activities and classes because others needed rides and I was the only one who could give them. ",-1,1
892,R_3nuxBcD5LmN6GiJ,,0,0
893,R_8aRihivHV5tM1dp,"Better communication in general. I missed my original Carthage slot because the departure time was not clearly marked on the calendar in relation to the slot. I know I wasn't the only one to find it confusing either. The information about the Variety Show was also spotty and hard to follow, like where we would meet before we performed, a call time (There wasn't one), or how the rehearsal would go. I knew that there was a shuttle bus around Nauvoo, but I couldn't find information about it. The other thing I missed was physical copies of things like the schedule, maps, and basic information. I admire the effort to be paperless, but it made the conference harder to navigate. And I like that those sorts of things can be souvenirs of the conference too,",-1,2
894,R_5umoTy7IOu1rbH3,It was very hard for young working professionals to be able to take advantage of and attend the full conference. I enjoyed the planned activities taking place after 5pm that would allow me to attempt attendance.,1,1
895,R_2iWIh2QO1PEae1t,More dating games,1,1
896,R_5lqnaIVAKzgoMqB,"Please please please just put on more of these conferences! We donât need extravagant activities where it takes a lot of effort to organise a conference. We just want lots of different simple conferences that we can attend where we can meet lots of people to potentially date. We just need simple activities that make it easy to talk and meet people where itâs also cheap to attend. Thatâs it. It was a little frustrating having to pick between which conference to attend as some were on at the same time. If you made the conferences that were close to each other on different dates so we could attend multiple of them that would be great! I went to 2 Ysa conferences. The one in salt lake and the one in Idaho falls. I wish there was more conventions put on that were closer together so I could travel to them and meet lots of people. I out trying to find an eternal companion right at the top of my priority list and will travel 4+ hours no problem to these conventions to meet people. So if the conventions were simpler and easier to organise and didnât cost as much money then you could old more of them theoretically. A great example of activities meeting people was the massive hangout room in the salt lake convention, where you could draw on a wall, do trike racing, play big jenga etc. That made it super easy to go up and talk to people. Thatâs all we need :)",-1,1
897,R_1kySRbTYICiRa1X,"Play better songs at the dance, have game sessions everyday ",-1,1
898,R_7FaXCHTgF5ApfWX,,0,0
899,R_3rjMbZs2ixqTy1x,,0,0
900,R_5hT2aEPKnO3duYp,Some more time to do the activities and a longer dance.,-1,1
901,R_1neziN8YgKG4cCR,"I would recommend limited the attendance size to 500 if the stake center is going to be the focal point of the events. I would also recommend having one conference for the 18-24 year old and another for the 25-35. I would recommend involving the historical sites more and focusing on the unique experience of Nauvoo. Fixing the busing/ transportation situation is a must. Involving the Temple president, Nauvoo mission president, and facilities management would be nice. Also offer the classes more than once. There were several classes that were completely full ",1,1
902,R_3vZyTQuZONiQxzP,I felt like the scheduling of it all wasnât great,-1,2
903,R_5ASZjOnZOsseisS,,0,0
904,R_5QanQYsc49rolvd,"Better communication about changes during the conference. Specifically, don't use the Groupme app.",-1,1
905,R_7rf7XCMXVohBs1X,,0,0
906,R_5oYrv3sDRUEfk52,"They recommended carpooling, but it was hard because most everyone I talked to came up solo and when we did make friends, our schedules didnât match up. Maybe making multiple premade schedules to choose from could make that easier while also giving people options to choose their schedules. ",-1,2
907,R_533fttTq0HwgOwR,,0,0
908,R_6KPGyCpdPVz53ze,"For traveling to stake centers and other areas, probably a bus for limited parking and those who need transportation assistance. Have buses provided",-1,1
909,R_6ss3Nqb6kt6LAfn,Better food. :),1,0
910,R_1ozlhyBBlwlMpcp,Transporte,1,0
911,R_7Op75eQ6UC9SMaK,"I wish the workshops had a better description when I signed up. Also the organization wasnât that best. It took me a while to figure out where I was staying. There were things that I signed up for that I wasnât able to attend because there wasnât enough seatingâ¦ I think we were broken up into companies it would have been better. I didnât really get to know anyone new, but my main focus in going was the strengthen my relationship with Christ, so I was fine with my experience. But I feel it may have helped some people. ",1,2
912,R_778LyalcyoGm8Zb,"Bigger food portions, more days or less packed schedule",1,1
913,R_11vTnWIYBFqnUsR,,0,0
914,R_3mpXG6pNjHJQAeH,"I think a lot of people didn't know about the other things to do in Nauvoo and missed out (specially mentioning old nauvoo). I also think that other than the speed friendshipping attempt, there weren't many purposeful activities towards meeting people which was hard for some. Also if the conference for Nauvoo was specifically for people of that area, please add that... we went from Utah and very much felt almost unwelcomed. I honestly really struggled with that a lot. I hated that aspect. I felt like I didn't belong. I noticed that the efysa for other places specifically said for ysa of specific areas but Nauvoo didn't have that request. I was really excited to see the church sites that I probably never would have. ",-1,0
915,R_7MKVxqLwYzfvbP9,If you are going to do busses make sure that they understand the importance of keeping the schedule and make it clearer how long the trip will take.,-1,1
916,R_3PpVZ06wlJ8dmjX,More opportunities to mingle and interact with new people; forced groups of people,1,1
917,R_6gpspx6i6YAveWU,,0,0
918,R_5pJ68qpnOxQAJEJ,Tell the attendees about the opportunities around them!,1,0
919,R_3YcxDmHOKVgcfCx,More activities that allow the youth to get to know someone new.,1,1
920,R_5PYsWKgAA2v3EGC,Lighter meals like sandwiches after a heavy meal like fried chicken.,-1,1
921,R_6r2kHkchqcbUQPh,"I think some of the aspects of it were done very much like EFY or FSY. Some of that is good, some of it wasnât as good to me. As a slightly older YSA, I felt it could have been catered better to an older audience and didnât love feeling like I was a teenager at FSY again. This applied to the session director and the dance.   I also felt, and heard multiple people say, that it felt like a theme of the conference was that no one knew what was going on. Some things werenât communicated super well, or we werenât sure what was going on or where some things were. Overall it was amazing, but there were at least a few things each day, like the bus schedule, what was happening the last day, where the concert was, and what building we were staying in, that we kind of had to figure out with little information.   Classes were also scheduled back to back without, it seems, teachers being told to make them 50 minutes so there was a break to get to another class. I felt it made things feel rushed or people missed things because the schedule wasnât super clear on that. ",-1,2
922,R_7QEcWIhtrsLBAkm,I think if they have more time to plan then itâll be better. They hadnât even planned a year so things were kind of disorganized,-1,2
923,R_7isdNithQXD5oi3,"I am not sure. Maybe more information about it before hand? It may have been because I did not know what EFY was, other than that it was really good for some people that I know, but I was able to figure out what I needed to. I am not sure what to suggest, it was good!",1,2
924,R_7Ixwti8LANyX4R3,More get to know you games,1,2
925,R_1QQiIuh8kY6oViX,"Improve the food, it would also be better if it was at a central location, not spread out at stake centers all over town",-1,1
926,R_5IaRMpTFBzzwk90,,0,0
927,R_7k2Oj4X1dFPnoBz,"I came for the EFYSA experience and was super disappointed that that wasnât what I got at all. There were too many classes, just too much going on in general, several people I talked to didnât even know there were sites to go see because the schedule was so full. In addition not being in companies made it unnecessarily difficult to make lasting connections. I would pay the $400 dollars again to have the EFYSA experience. I would not pay the $50 again to have this experience. ",-1,2
928,R_1SyatKrzVXyoqTn,,0,0
929,R_7D0eZ3GJpdQL52P,,0,0
930,R_6xGMOTH1oj5aiBP,"More consideration for people with disabilities who cannot walk to the church / a more continuous shuttle system. We missed out on a few activities and a dinner because of not being able to catch the shuttles or get a ride. We still had a great time regardless of what we were doing, but it was sad to not be able to see much of Nauvoo until my family picked us up because we were stuck at the hotel on the day we planned to see the sights instead of taking classes.",-1,2
931,R_79cYzQA1wn1WyP2,"Think about the challenges we are facing and address those concerns.... singing peanut butter jelly doesn't help!   I have dealt with childhood abuse, a brother that committed suicide, a divorce, not being able to gain my desired career choice because of my parents abuse, a divorce, not being able to find women to date because they want to live in a Disney fantasy..... the list goes on. Some of the topics were helpful, a lot weren't. Try bringing in some people with real life problems and succeeded in over coming them like Sanderson discussed. ",-1,2
932,R_67PA5J8N4wxdUAc,,0,0
933,R_7eselrf0ULpcXOO,,0,0
934,R_7D122fWMHFKdJ7J,Assign groups like how it happens at youth fsy. it would be so fun to be with a group of people. Making connections with others was the most difficult part and what I was most looking forward to. It,1,2
935,R_5yPJuLhdjwOjW7L,Be more strict about the bus time to Carthage. Being stranded for 3hrs sucked rocks.,-1,1
936,R_6oN6tple5JATRyo,"My roommates complained about the lodging being so far away. It was too expensive with all of the travel that was required, both from travel to and from lodging and from traveling between various buildings. They said it would have been easier to do it all at the college campus. I, personally, didnât like how late into the night the events went. I also wasnât a fan of being outside during lunch and dinner, but only because of the bugs. If possible, provide foam earplugs for concerts. It was wonderful, but too loud. Otherwise, Iâm very satisfied. ",-1,0
937,R_5guUTHOwrtHzaIj,Have everything in one location,1,2
938,R_6LqbklBVeiajUvC,"There were a lot of outside opportunities from performing missionaries in Nauvoo that I heard from a friend, but did not hear from the conference. I wish those opportunities were more advertised. I wish the snacks during the day were better.",-1,1
939,R_2L52WyOPqnacKha,"I'm not sure how to answer this, I had a very enjoyable experience.",1,2
940,R_5ffpBaM3LEtuWHv,"It was pretty solid all round, however the dance couldâve been a tad more hype ",1,2
941,R_3Dj6XwKJrMfWzu8,,0,0
942,R_7R8ugUOVvN58pZT,,0,0
943,R_7GivFyyJxfBhtTR,If you are going to do a concert bring a band that isn't tone deaf,1,0
944,R_7KBKRxClnrrZtOx,Pffft I don't know. There were quite a bit of AV issues that dampened some of the activities that would be a major thing. I also had all 5 of my roommates fail to show up which was very funny,-1,2
945,R_7j2oY5D2ENosPZt,"Provide breakfast, and make sure planned activities are not so far away! ",-1,1
946,R_1qCB46qWOeEFKAX,Unsure,-1,0
947,R_3GkQSAVyrQVziZ6,More get to know you activities because I didn't know anyone there and wasn't able to stay for get to know you games and by day two everyone had formed their different cliques and I felt very alone. People didn't want to get to know me either.,-1,2
948,R_61T28Z4xwALpI1G,"I have several recommendations to make the conference better. Some of it has to do with my age (I am 30), some of it has to to with some general observations. They're opinions of course, but I share them with the intent to be helpful.  It seemed that the age of the conference-goers skewed younger. That is not the fault of the conference per se, but I would have loved to have had more opportunities to mingle with young adults more so my age. I talked someone in the stake presidency of Nauvoo (Bro. Seamen) and he told me that they are piloting a program where the YSA conference breaks out into age brackets. I think something like that would be helpful to reach out to the older young single adults who are still in that YSA range. For example, I felt that the dances did not particularly resonate with me. Again, I acknowledge that it seems that most of the conference goers were younger, but I admit that I felt a little out of place at times.  The variety show lasted far too long. I feel bad for those performers who had to compete with the restless crowd and dinner.  Mote get-to-know-you activities  There was a snafu with the buses that I'm sure you are all aware. I took it in stride and made the most of it and acknowledge that some things can't be foreseen, but I encourage more logistical planning if such is needed.  I've never attended fsy, but I have heard that last year's experience definitely had a fsy feel. I'm glad that this conference this year had less of an fsy feel. I suppose it depends on who your target audience is. Once again, as an older ysa, I felt a little out of place. I would love to see some tweaking be done to reach out to older ysas.  Please do not schedule a devotional before a dance. For me, it disrupted the pacing of the devotional. People were trying to get set up for the dance and I found it distracting.  If you've read this so far, I thank you for hearing out my recommendations. I have been very impressed with the efforts of efysa staff and volunteers. The church is moving forward.",-1,0
949,R_7fuQpSoJ7AalgYH,,0,0
950,R_7IavfzFjhSA2COO,There were so many volunteers for the service projects that they finished much too fast.  My group only took thirty minutes.  I suggest having a list of more service projects handy so that when a group finishes and has more time they can go to the next one.,-1,1
951,R_392b3yU3kRdLEMp,"I don't really have much to say, there was a nice focus on spiritual matters, with a nice balance of secular fun to allow our minds to recover and be ready to learn more.",1,0
952,R_3q9lbsGWZscsYKo,Not treat us adults like we are 14-16 year olds. It felt childish when some of the young adults in attendance have already graduated college and are several years into their career. Definitely could have been more age appropriate.,-1,0
953,R_6REEe1uuHKXOsJr,"Donât have the testimony meeting run as long. And continue to have awesome classes and speakers like Brandon Sanderson, he was absolutely amazing.",1,2
954,R_7DJV0TdVYwNPjON,,0,0
955,R_3fJk5vbhRPGVahj,,0,0
956,R_3LMRSZo0i35jkHx,"I would say I didn't feel like it was planned for older YSA; I'm not a recent high school graduate, or a college student on summer break. I have a job, and other life chores and responsibilities and I did not participate in any of the week day activities until after I had work. So maybe a conference that was like Fri-Sun would be more manageable for older YSA? ",-1,0
957,R_3nNt42R6L7AgGIm,The conference itself was wonderful. However I do know of a lot of people who choose not to attend because details weren't communicated until it was too late to get work off. People had questions worries and concerns about attending that weren't ever answered or addressed. So they chose not to come because you had to take a chance. If things had been better communicated before the conference I think a lot more people would have attended.,-1,1
